query_id,pair_id,principio_activo,grupo_terapeutico,drug_name,is_generic,query_type,query_category,query_text,response_text,response_word_count,collection_timestamp,notes
Q0258,P08_SIMVAST,Simvastatina 20mg,Cardiovascular,SIMVASTATINA NORMON 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,interaction,food,¿Puedo tomar SIMVASTATINA NORMON 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG con las comidas?,,,,
Q0259,P08_SIMVAST,Simvastatina 20mg,Cardiovascular,ZOCOR 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA vs SIMVASTATINA CINFA 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,comparative,comparative,equivalence,¿Es lo mismo ZOCOR 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA que SIMVASTATINA CINFA 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0260,P08_SIMVAST,Simvastatina 20mg,Cardiovascular,ZOCOR 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA vs SIMVASTATINA CINFA 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,comparative,comparative,recommendation,"¿Qué es mejor, ZOCOR 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA o SIMVASTATINA CINFA 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?",,,,
Q0261,P08_SIMVAST,Simvastatina 20mg,Cardiovascular,ZOCOR 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA vs SIMVASTATINA CINFA 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,comparative,comparative,switching,¿Puedo cambiar de ZOCOR 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA a SIMVASTATINA CINFA 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0262,P08_SIMVAST,Simvastatina 20mg,Cardiovascular,ZOCOR 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA vs SIMVASTATINA NORMON 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,comparative,comparative,equivalence,¿Es lo mismo ZOCOR 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA que SIMVASTATINA NORMON 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0263,P08_SIMVAST,Simvastatina 20mg,Cardiovascular,ZOCOR 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA vs SIMVASTATINA NORMON 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,comparative,comparative,recommendation,"¿Qué es mejor, ZOCOR 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA o SIMVASTATINA NORMON 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?",,,,
Q0264,P08_SIMVAST,Simvastatina 20mg,Cardiovascular,ZOCOR 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA vs SIMVASTATINA NORMON 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,comparative,comparative,switching,¿Puedo cambiar de ZOCOR 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA a SIMVASTATINA NORMON 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0265,P09_AMLODIP,Amlodipino 5mg,Cardiovascular,NORVASC 5 MG COMPRIMIDOS,False,factual,indication,¿Para qué sirve NORVASC 5 MG COMPRIMIDOS?,,,,
Q0266,P09_AMLODIP,Amlodipino 5mg,Cardiovascular,NORVASC 5 MG COMPRIMIDOS,False,factual,adverse_effects,¿Cuáles son los efectos secundarios de NORVASC 5 MG COMPRIMIDOS?,,,,
Q0267,P09_AMLODIP,Amlodipino 5mg,Cardiovascular,NORVASC 5 MG COMPRIMIDOS,False,factual,pregnancy,¿Se puede tomar NORVASC 5 MG COMPRIMIDOS durante el embarazo?,,,,
Q0268,P09_AMLODIP,Amlodipino 5mg,Cardiovascular,NORVASC 5 MG COMPRIMIDOS,False,factual,dosage,¿Qué dosis de NORVASC 5 MG COMPRIMIDOS debo tomar?,,,,
Q0269,P09_AMLODIP,Amlodipino 5mg,Cardiovascular,NORVASC 5 MG COMPRIMIDOS,False,factual,driving,¿Puedo conducir si tomo NORVASC 5 MG COMPRIMIDOS?,,,,
Q0270,P09_AMLODIP,Amlodipino 5mg,Cardiovascular,NORVASC 5 MG COMPRIMIDOS,False,factual,contraindications,¿Cuándo no debo tomar NORVASC 5 MG COMPRIMIDOS?,,,,
Q0271,P09_AMLODIP,Amlodipino 5mg,Cardiovascular,NORVASC 5 MG COMPRIMIDOS,False,factual,storage,¿Cómo debo conservar NORVASC 5 MG COMPRIMIDOS?,,,,
Q0272,P09_AMLODIP,Amlodipino 5mg,Cardiovascular,NORVASC 5 MG COMPRIMIDOS,False,interaction,alcohol,¿Puedo tomar NORVASC 5 MG COMPRIMIDOS con alcohol?,,,,
Q0273,P09_AMLODIP,Amlodipino 5mg,Cardiovascular,NORVASC 5 MG COMPRIMIDOS,False,interaction,food,¿Puedo tomar NORVASC 5 MG COMPRIMIDOS con las comidas?,,,,
Q0274,P09_AMLODIP,Amlodipino 5mg,Cardiovascular,AMLODIPINO CINFA 5 MG COMPRIMIDOS EFG,True,factual,indication,¿Para qué sirve AMLODIPINO CINFA 5 MG COMPRIMIDOS EFG?,,,,
Q0275,P09_AMLODIP,Amlodipino 5mg,Cardiovascular,AMLODIPINO CINFA 5 MG COMPRIMIDOS EFG,True,factual,adverse_effects,¿Cuáles son los efectos secundarios de AMLODIPINO CINFA 5 MG COMPRIMIDOS EFG?,,,,
Q0276,P09_AMLODIP,Amlodipino 5mg,Cardiovascular,AMLODIPINO CINFA 5 MG COMPRIMIDOS EFG,True,factual,pregnancy,¿Se puede tomar AMLODIPINO CINFA 5 MG COMPRIMIDOS EFG durante el embarazo?,,,,
Q0277,P09_AMLODIP,Amlodipino 5mg,Cardiovascular,AMLODIPINO CINFA 5 MG COMPRIMIDOS EFG,True,factual,dosage,¿Qué dosis de AMLODIPINO CINFA 5 MG COMPRIMIDOS EFG debo tomar?,,,,
Q0278,P09_AMLODIP,Amlodipino 5mg,Cardiovascular,AMLODIPINO CINFA 5 MG COMPRIMIDOS EFG,True,factual,driving,¿Puedo conducir si tomo AMLODIPINO CINFA 5 MG COMPRIMIDOS EFG?,,,,
Q0279,P09_AMLODIP,Amlodipino 5mg,Cardiovascular,AMLODIPINO CINFA 5 MG COMPRIMIDOS EFG,True,factual,contraindications,¿Cuándo no debo tomar AMLODIPINO CINFA 5 MG COMPRIMIDOS EFG?,,,,
Q0280,P09_AMLODIP,Amlodipino 5mg,Cardiovascular,AMLODIPINO CINFA 5 MG COMPRIMIDOS EFG,True,factual,storage,¿Cómo debo conservar AMLODIPINO CINFA 5 MG COMPRIMIDOS EFG?,,,,
Q0281,P09_AMLODIP,Amlodipino 5mg,Cardiovascular,AMLODIPINO CINFA 5 MG COMPRIMIDOS EFG,True,interaction,alcohol,¿Puedo tomar AMLODIPINO CINFA 5 MG COMPRIMIDOS EFG con alcohol?,,,,
Q0282,P09_AMLODIP,Amlodipino 5mg,Cardiovascular,AMLODIPINO CINFA 5 MG COMPRIMIDOS EFG,True,interaction,food,¿Puedo tomar AMLODIPINO CINFA 5 MG COMPRIMIDOS EFG con las comidas?,,,,
Q0283,P09_AMLODIP,Amlodipino 5mg,Cardiovascular,AMLODIPINO NORMON 5 MG COMPRIMIDOS EFG,True,factual,indication,¿Para qué sirve AMLODIPINO NORMON 5 MG COMPRIMIDOS EFG?,,,,
Q0284,P09_AMLODIP,Amlodipino 5mg,Cardiovascular,AMLODIPINO NORMON 5 MG COMPRIMIDOS EFG,True,factual,adverse_effects,¿Cuáles son los efectos secundarios de AMLODIPINO NORMON 5 MG COMPRIMIDOS EFG?,,,,
Q0285,P09_AMLODIP,Amlodipino 5mg,Cardiovascular,AMLODIPINO NORMON 5 MG COMPRIMIDOS EFG,True,factual,pregnancy,¿Se puede tomar AMLODIPINO NORMON 5 MG COMPRIMIDOS EFG durante el embarazo?,,,,
Q0286,P09_AMLODIP,Amlodipino 5mg,Cardiovascular,AMLODIPINO NORMON 5 MG COMPRIMIDOS EFG,True,factual,dosage,¿Qué dosis de AMLODIPINO NORMON 5 MG COMPRIMIDOS EFG debo tomar?,,,,
Q0287,P09_AMLODIP,Amlodipino 5mg,Cardiovascular,AMLODIPINO NORMON 5 MG COMPRIMIDOS EFG,True,factual,driving,¿Puedo conducir si tomo AMLODIPINO NORMON 5 MG COMPRIMIDOS EFG?,,,,
Q0288,P09_AMLODIP,Amlodipino 5mg,Cardiovascular,AMLODIPINO NORMON 5 MG COMPRIMIDOS EFG,True,factual,contraindications,¿Cuándo no debo tomar AMLODIPINO NORMON 5 MG COMPRIMIDOS EFG?,,,,
Q0289,P09_AMLODIP,Amlodipino 5mg,Cardiovascular,AMLODIPINO NORMON 5 MG COMPRIMIDOS EFG,True,factual,storage,¿Cómo debo conservar AMLODIPINO NORMON 5 MG COMPRIMIDOS EFG?,,,,
Q0290,P09_AMLODIP,Amlodipino 5mg,Cardiovascular,AMLODIPINO NORMON 5 MG COMPRIMIDOS EFG,True,interaction,alcohol,¿Puedo tomar AMLODIPINO NORMON 5 MG COMPRIMIDOS EFG con alcohol?,,,,
Q0291,P09_AMLODIP,Amlodipino 5mg,Cardiovascular,AMLODIPINO NORMON 5 MG COMPRIMIDOS EFG,True,interaction,food,¿Puedo tomar AMLODIPINO NORMON 5 MG COMPRIMIDOS EFG con las comidas?,,,,
Q0292,P09_AMLODIP,Amlodipino 5mg,Cardiovascular,NORVASC 5 MG COMPRIMIDOS vs AMLODIPINO CINFA 5 MG COMPRIMIDOS EFG,comparative,comparative,equivalence,¿Es lo mismo NORVASC 5 MG COMPRIMIDOS que AMLODIPINO CINFA 5 MG COMPRIMIDOS EFG?,,,,
Q0293,P09_AMLODIP,Amlodipino 5mg,Cardiovascular,NORVASC 5 MG COMPRIMIDOS vs AMLODIPINO CINFA 5 MG COMPRIMIDOS EFG,comparative,comparative,recommendation,"¿Qué es mejor, NORVASC 5 MG COMPRIMIDOS o AMLODIPINO CINFA 5 MG COMPRIMIDOS EFG?",,,,
Q0294,P09_AMLODIP,Amlodipino 5mg,Cardiovascular,NORVASC 5 MG COMPRIMIDOS vs AMLODIPINO CINFA 5 MG COMPRIMIDOS EFG,comparative,comparative,switching,¿Puedo cambiar de NORVASC 5 MG COMPRIMIDOS a AMLODIPINO CINFA 5 MG COMPRIMIDOS EFG?,,,,
Q0295,P09_AMLODIP,Amlodipino 5mg,Cardiovascular,NORVASC 5 MG COMPRIMIDOS vs AMLODIPINO NORMON 5 MG COMPRIMIDOS EFG,comparative,comparative,equivalence,¿Es lo mismo NORVASC 5 MG COMPRIMIDOS que AMLODIPINO NORMON 5 MG COMPRIMIDOS EFG?,,,,
Q0296,P09_AMLODIP,Amlodipino 5mg,Cardiovascular,NORVASC 5 MG COMPRIMIDOS vs AMLODIPINO NORMON 5 MG COMPRIMIDOS EFG,comparative,comparative,recommendation,"¿Qué es mejor, NORVASC 5 MG COMPRIMIDOS o AMLODIPINO NORMON 5 MG COMPRIMIDOS EFG?",,,,
Q0297,P09_AMLODIP,Amlodipino 5mg,Cardiovascular,NORVASC 5 MG COMPRIMIDOS vs AMLODIPINO NORMON 5 MG COMPRIMIDOS EFG,comparative,comparative,switching,¿Puedo cambiar de NORVASC 5 MG COMPRIMIDOS a AMLODIPINO NORMON 5 MG COMPRIMIDOS EFG?,,,,
Q0298,P10_LEVOTIR,Levotiroxina 100mcg,Hormonas tiroideas,EUTIROX 100 MICROGRAMOS COMPRIMIDOS,False,factual,indication,¿Para qué sirve EUTIROX 100 MICROGRAMOS COMPRIMIDOS?,,,,
Q0299,P10_LEVOTIR,Levotiroxina 100mcg,Hormonas tiroideas,EUTIROX 100 MICROGRAMOS COMPRIMIDOS,False,factual,adverse_effects,¿Cuáles son los efectos secundarios de EUTIROX 100 MICROGRAMOS COMPRIMIDOS?,,,,
Q0300,P10_LEVOTIR,Levotiroxina 100mcg,Hormonas tiroideas,EUTIROX 100 MICROGRAMOS COMPRIMIDOS,False,factual,pregnancy,¿Se puede tomar EUTIROX 100 MICROGRAMOS COMPRIMIDOS durante el embarazo?,,,,
Q0301,P10_LEVOTIR,Levotiroxina 100mcg,Hormonas tiroideas,EUTIROX 100 MICROGRAMOS COMPRIMIDOS,False,factual,dosage,¿Qué dosis de EUTIROX 100 MICROGRAMOS COMPRIMIDOS debo tomar?,,,,
Q0302,P10_LEVOTIR,Levotiroxina 100mcg,Hormonas tiroideas,EUTIROX 100 MICROGRAMOS COMPRIMIDOS,False,factual,driving,¿Puedo conducir si tomo EUTIROX 100 MICROGRAMOS COMPRIMIDOS?,,,,
Q0303,P10_LEVOTIR,Levotiroxina 100mcg,Hormonas tiroideas,EUTIROX 100 MICROGRAMOS COMPRIMIDOS,False,factual,contraindications,¿Cuándo no debo tomar EUTIROX 100 MICROGRAMOS COMPRIMIDOS?,,,,
Q0304,P10_LEVOTIR,Levotiroxina 100mcg,Hormonas tiroideas,EUTIROX 100 MICROGRAMOS COMPRIMIDOS,False,factual,storage,¿Cómo debo conservar EUTIROX 100 MICROGRAMOS COMPRIMIDOS?,,,,
Q0305,P10_LEVOTIR,Levotiroxina 100mcg,Hormonas tiroideas,EUTIROX 100 MICROGRAMOS COMPRIMIDOS,False,interaction,alcohol,¿Puedo tomar EUTIROX 100 MICROGRAMOS COMPRIMIDOS con alcohol?,,,,
Q0306,P10_LEVOTIR,Levotiroxina 100mcg,Hormonas tiroideas,EUTIROX 100 MICROGRAMOS COMPRIMIDOS,False,interaction,food,¿Puedo tomar EUTIROX 100 MICROGRAMOS COMPRIMIDOS con las comidas?,,,,
Q0307,P10_LEVOTIR,Levotiroxina 100mcg,Hormonas tiroideas,LEVOTIROXINA SANOFI 100 MICROGRAMOS COMPRIMIDOS EFG,True,factual,indication,¿Para qué sirve LEVOTIROXINA SANOFI 100 MICROGRAMOS COMPRIMIDOS EFG?,,,,
Q0308,P10_LEVOTIR,Levotiroxina 100mcg,Hormonas tiroideas,LEVOTIROXINA SANOFI 100 MICROGRAMOS COMPRIMIDOS EFG,True,factual,adverse_effects,¿Cuáles son los efectos secundarios de LEVOTIROXINA SANOFI 100 MICROGRAMOS COMPRIMIDOS EFG?,,,,
Q0309,P10_LEVOTIR,Levotiroxina 100mcg,Hormonas tiroideas,LEVOTIROXINA SANOFI 100 MICROGRAMOS COMPRIMIDOS EFG,True,factual,pregnancy,¿Se puede tomar LEVOTIROXINA SANOFI 100 MICROGRAMOS COMPRIMIDOS EFG durante el embarazo?,,,,
Q0310,P10_LEVOTIR,Levotiroxina 100mcg,Hormonas tiroideas,LEVOTIROXINA SANOFI 100 MICROGRAMOS COMPRIMIDOS EFG,True,factual,dosage,¿Qué dosis de LEVOTIROXINA SANOFI 100 MICROGRAMOS COMPRIMIDOS EFG debo tomar?,,,,
Q0311,P10_LEVOTIR,Levotiroxina 100mcg,Hormonas tiroideas,LEVOTIROXINA SANOFI 100 MICROGRAMOS COMPRIMIDOS EFG,True,factual,driving,¿Puedo conducir si tomo LEVOTIROXINA SANOFI 100 MICROGRAMOS COMPRIMIDOS EFG?,,,,
Q0312,P10_LEVOTIR,Levotiroxina 100mcg,Hormonas tiroideas,LEVOTIROXINA SANOFI 100 MICROGRAMOS COMPRIMIDOS EFG,True,factual,contraindications,¿Cuándo no debo tomar LEVOTIROXINA SANOFI 100 MICROGRAMOS COMPRIMIDOS EFG?,,,,
Q0313,P10_LEVOTIR,Levotiroxina 100mcg,Hormonas tiroideas,LEVOTIROXINA SANOFI 100 MICROGRAMOS COMPRIMIDOS EFG,True,factual,storage,¿Cómo debo conservar LEVOTIROXINA SANOFI 100 MICROGRAMOS COMPRIMIDOS EFG?,,,,
Q0314,P10_LEVOTIR,Levotiroxina 100mcg,Hormonas tiroideas,LEVOTIROXINA SANOFI 100 MICROGRAMOS COMPRIMIDOS EFG,True,interaction,alcohol,¿Puedo tomar LEVOTIROXINA SANOFI 100 MICROGRAMOS COMPRIMIDOS EFG con alcohol?,,,,
Q0315,P10_LEVOTIR,Levotiroxina 100mcg,Hormonas tiroideas,LEVOTIROXINA SANOFI 100 MICROGRAMOS COMPRIMIDOS EFG,True,interaction,food,¿Puedo tomar LEVOTIROXINA SANOFI 100 MICROGRAMOS COMPRIMIDOS EFG con las comidas?,,,,
Q0316,P10_LEVOTIR,Levotiroxina 100mcg,Hormonas tiroideas,EUTIROX 100 MICROGRAMOS COMPRIMIDOS vs LEVOTIROXINA SANOFI 100 MICROGRAMOS COMPRIMIDOS EFG,comparative,comparative,equivalence,¿Es lo mismo EUTIROX 100 MICROGRAMOS COMPRIMIDOS que LEVOTIROXINA SANOFI 100 MICROGRAMOS COMPRIMIDOS EFG?,,,,
Q0317,P10_LEVOTIR,Levotiroxina 100mcg,Hormonas tiroideas,EUTIROX 100 MICROGRAMOS COMPRIMIDOS vs LEVOTIROXINA SANOFI 100 MICROGRAMOS COMPRIMIDOS EFG,comparative,comparative,recommendation,"¿Qué es mejor, EUTIROX 100 MICROGRAMOS COMPRIMIDOS o LEVOTIROXINA SANOFI 100 MICROGRAMOS COMPRIMIDOS EFG?",,,,
Q0318,P10_LEVOTIR,Levotiroxina 100mcg,Hormonas tiroideas,EUTIROX 100 MICROGRAMOS COMPRIMIDOS vs LEVOTIROXINA SANOFI 100 MICROGRAMOS COMPRIMIDOS EFG,comparative,comparative,switching,¿Puedo cambiar de EUTIROX 100 MICROGRAMOS COMPRIMIDOS a LEVOTIROXINA SANOFI 100 MICROGRAMOS COMPRIMIDOS EFG?,,,,
